"Dept","Managed","value","measure","Period","group"
"BIS","N",0.00590405904059041,"Perc_Change","2012Q4","BIS-N"
"CO","N",-0.00552486187845304,"Perc_Change","2012Q4","CO-N"
"DCLG","N",0.0121951219512195,"Perc_Change","2012Q4","DCLG-N"
"DCMS","N",-0.153846153846154,"Perc_Change","2012Q4","DCMS-N"
"DECC","N",0.0483870967741935,"Perc_Change","2012Q4","DECC-N"
"DEFRA","N",-0.0051150895140665,"Perc_Change","2012Q4","DEFRA-N"
"DfE","N",-0.0540540540540541,"Perc_Change","2012Q4","DfE-N"
"DfID","N",NA,"Perc_Change","2012Q4","DfID-N"
"DfT","N",-0.00264725347452019,"Perc_Change","2012Q4","DfT-N"
"DH","N",-0.0045662100456621,"Perc_Change","2012Q4","DH-N"
"DWP","N",-0.0123839009287926,"Perc_Change","2012Q4","DWP-N"
"FCO","N",0.00655737704918033,"Perc_Change","2012Q4","FCO-N"
"GEO","N",NA,"Perc_Change","2012Q4","GEO-N"
"HMRC","N",0.00571428571428571,"Perc_Change","2012Q4","HMRC-N"
"HMT","N",0.0232558139534884,"Perc_Change","2012Q4","HMT-N"
"HO","N",0.0084985835694051,"Perc_Change","2012Q4","HO-N"
"MoD","N",0.00279329608938547,"Perc_Change","2012Q4","MoD-N"
"MoJ","N",0,"Perc_Change","2012Q4","MoJ-N"
"NIO","N",NA,"Perc_Change","2012Q4","NIO-N"
"Scot Gov","N",-0.00191204588910134,"Perc_Change","2012Q4","Scot Gov-N"
"Welsh Gov","N",0,"Perc_Change","2012Q4","Welsh Gov-N"
"AGO","Departmental Group",-0.0121654501216545,"Perc_Change","2012Q4","AGO-Departmental Group"
"BIS","Departmental Group",0.00543478260869565,"Perc_Change","2012Q4","BIS-Departmental Group"
"CO","Departmental Group",0.00182149362477231,"Perc_Change","2012Q4","CO-Departmental Group"
"DCLG","Departmental Group",-0.004,"Perc_Change","2012Q4","DCLG-Departmental Group"
"DCMS","Departmental Group",-0.215384615384615,"Perc_Change","2012Q4","DCMS-Departmental Group"
"DECC","Departmental Group",0.0251256281407035,"Perc_Change","2012Q4","DECC-Departmental Group"
"DEFRA","Departmental Group",-0.00243013365735115,"Perc_Change","2012Q4","DEFRA-Departmental Group"
"DfE","Departmental Group",-0.0134357005758157,"Perc_Change","2012Q4","DfE-Departmental Group"
"DfID","Departmental Group",0.0116959064327485,"Perc_Change","2012Q4","DfID-Departmental Group"
"DfT","Departmental Group",0,"Perc_Change","2012Q4","DfT-Departmental Group"
"DH","Departmental Group",-0.00674157303370787,"Perc_Change","2012Q4","DH-Departmental Group"
"DWP","Departmental Group",-0.0117826307770442,"Perc_Change","2012Q4","DWP-Departmental Group"
"FCO","Departmental Group",0.0167910447761194,"Perc_Change","2012Q4","FCO-Departmental Group"
"GEO","Departmental Group",NA,"Perc_Change","2012Q4","GEO-Departmental Group"
"HMRC","Departmental Group",-0.00425407070558897,"Perc_Change","2012Q4","HMRC-Departmental Group"
"HMT","Departmental Group",0,"Perc_Change","2012Q4","HMT-Departmental Group"
"HO","Departmental Group",0.00654932460090053,"Perc_Change","2012Q4","HO-Departmental Group"
"MoD","Departmental Group",-0.0239959155888359,"Perc_Change","2012Q4","MoD-Departmental Group"
"MoJ","Departmental Group",-0.00937451974796373,"Perc_Change","2012Q4","MoJ-Departmental Group"
"NIO","Departmental Group",0,"Perc_Change","2012Q4","NIO-Departmental Group"
"Scot Gov","Departmental Group",-0.00191204588910134,"Perc_Change","2012Q4","Scot Gov-Departmental Group"
"Welsh Gov","Departmental Group",0,"Perc_Change","2012Q4","Welsh Gov-Departmental Group"
"Total","Y",-0.00997751978566809,"Perc_Change","2012Q4","Total-Y"
"Total","N",-0.00125904941768964,"Perc_Change","2012Q4","Total-N"
"Total","Departmental Group",-0.00799923816779354,"Perc_Change","2012Q4","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",-0.010558870388304,"Perc_Change","2012Q4","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",-0.00125904941768964,"Perc_Change","2012Q4","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",-0.00842520822300323,"Perc_Change","2012Q4","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",-0.00790495011785995,"Perc_Change","2012Q4","Total employment-Total Employment ONS total"
"AGO","Y",0,"Perc_Change","2013Q1","AGO-Y"
"BIS","Y",0.0132450331125828,"Perc_Change","2013Q1","BIS-Y"
"CO","Y",0.00526315789473684,"Perc_Change","2013Q1","CO-Y"
"DCLG","Y",0.0120481927710843,"Perc_Change","2013Q1","DCLG-Y"
"DCMS","Y",-0.275,"Perc_Change","2013Q1","DCMS-Y"
"DECC","Y",0.0287769784172662,"Perc_Change","2013Q1","DECC-Y"
"DEFRA","Y",-0.0300925925925926,"Perc_Change","2013Q1","DEFRA-Y"
"DfE","Y",-0.00267379679144385,"Perc_Change","2013Q1","DfE-Y"
"DfID","Y",0.0173410404624277,"Perc_Change","2013Q1","DfID-Y"
"DfT","Y",0.00588235294117647,"Perc_Change","2013Q1","DfT-Y"
"DH","Y",-0.0178571428571429,"Perc_Change","2013Q1","DH-Y"
"DWP","Y",-0.0166843783209352,"Perc_Change","2013Q1","DWP-Y"
"FCO","Y",0.00210084033613445,"Perc_Change","2013Q1","FCO-Y"
"GEO","Y",NA,"Perc_Change","2013Q1","GEO-Y"
"HMRC","Y",0.00186451211932878,"Perc_Change","2013Q1","HMRC-Y"
"HMT","Y",0,"Perc_Change","2013Q1","HMT-Y"
"HO","Y",0.00649953574744661,"Perc_Change","2013Q1","HO-Y"
"MoD","Y",-0.0119593382499502,"Perc_Change","2013Q1","MoD-Y"
"MoJ","Y",-0.0144404332129964,"Perc_Change","2013Q1","MoJ-Y"
"NIO","Y",0,"Perc_Change","2013Q1","NIO-Y"
"Scot Gov","Y",NA,"Perc_Change","2013Q1","Scot Gov-Y"
"Welsh Gov","Y",NA,"Perc_Change","2013Q1","Welsh Gov-Y"
"AGO","N",-0.00618811881188119,"Perc_Change","2013Q1","AGO-N"
"BIS","N",-0.000733675715333822,"Perc_Change","2013Q1","BIS-N"
"CO","N",0.00555555555555556,"Perc_Change","2013Q1","CO-N"
"DCLG","N",0.0120481927710843,"Perc_Change","2013Q1","DCLG-N"
"DCMS","N",0.0909090909090909,"Perc_Change","2013Q1","DCMS-N"
"DECC","N",0.0615384615384615,"Perc_Change","2013Q1","DECC-N"
"DEFRA","N",0.0025706940874036,"Perc_Change","2013Q1","DEFRA-N"
"DfE","N",-0.0142857142857143,"Perc_Change","2013Q1","DfE-N"
"DfID","N",NA,"Perc_Change","2013Q1","DfID-N"
"DfT","N",0.0006635700066357,"Perc_Change","2013Q1","DfT-N"
"DH","N",0.00458715596330275,"Perc_Change","2013Q1","DH-N"
"DWP","N",-0.00313479623824451,"Perc_Change","2013Q1","DWP-N"
"FCO","N",0.00162866449511401,"Perc_Change","2013Q1","FCO-N"
"GEO","N",NA,"Perc_Change","2013Q1","GEO-N"
"HMRC","N",0.00568181818181818,"Perc_Change","2013Q1","HMRC-N"
"HMT","N",0,"Perc_Change","2013Q1","HMT-N"
"HO","N",0.0453074433656958,"Perc_Change","2013Q1","HO-N"
"MoD","N",-0.00557103064066852,"Perc_Change","2013Q1","MoD-N"
"MoJ","N",-0.0266666666666667,"Perc_Change","2013Q1","MoJ-N"
"NIO","N",NA,"Perc_Change","2013Q1","NIO-N"
"Scot Gov","N",0.0102171136653895,"Perc_Change","2013Q1","Scot Gov-N"
"Welsh Gov","N",0.00753295668549906,"Perc_Change","2013Q1","Welsh Gov-N"
"AGO","Departmental Group",-0.0061576354679803,"Perc_Change","2013Q1","AGO-Departmental Group"
"BIS","Departmental Group",0.0018018018018018,"Perc_Change","2013Q1","BIS-Departmental Group"
"CO","Departmental Group",0.00545454545454545,"Perc_Change","2013Q1","CO-Departmental Group"
"DCLG","Departmental Group",0.0120481927710843,"Perc_Change","2013Q1","DCLG-Departmental Group"
"DCMS","Departmental Group",-0.196078431372549,"Perc_Change","2013Q1","DCMS-Departmental Group"
"DECC","Departmental Group",0.0392156862745098,"Perc_Change","2013Q1","DECC-Departmental Group"
"DEFRA","Departmental Group",-0.0146163215590743,"Perc_Change","2013Q1","DEFRA-Departmental Group"
"DfE","Departmental Group",-0.00583657587548638,"Perc_Change","2013Q1","DfE-Departmental Group"
"DfID","Departmental Group",0.0173410404624277,"Perc_Change","2013Q1","DfID-Departmental Group"
"DfT","Departmental Group",0.00119260584376863,"Perc_Change","2013Q1","DfT-Departmental Group"
"DH","Departmental Group",-0.00678733031674208,"Perc_Change","2013Q1","DH-Departmental Group"
"DWP","Departmental Group",-0.0162401068969062,"Perc_Change","2013Q1","DWP-Departmental Group"
"FCO","Departmental Group",0.0018348623853211,"Perc_Change","2013Q1","FCO-Departmental Group"
"GEO","Departmental Group",NA,"Perc_Change","2013Q1","GEO-Departmental Group"
"HMRC","Departmental Group",0.00206246317030053,"Perc_Change","2013Q1","HMRC-Departmental Group"
"HMT","Departmental Group",0,"Perc_Change","2013Q1","HMT-Departmental Group"
"HO","Departmental Group",0.0113682501015022,"Perc_Change","2013Q1","HO-Departmental Group"
"MoD","Departmental Group",-0.0111595466434176,"Perc_Change","2013Q1","MoD-Departmental Group"
"MoJ","Departmental Group",-0.0145826869376357,"Perc_Change","2013Q1","MoJ-Departmental Group"
"NIO","Departmental Group",0,"Perc_Change","2013Q1","NIO-Departmental Group"
"Scot Gov","Departmental Group",0.0102171136653895,"Perc_Change","2013Q1","Scot Gov-Departmental Group"
"Welsh Gov","Departmental Group",0.00753295668549906,"Perc_Change","2013Q1","Welsh Gov-Departmental Group"
"Total","Y",-0.00919254658385093,"Perc_Change","2013Q1","Total-Y"
"Total","N",0.0034839527027027,"Perc_Change","2013Q1","Total-N"
"Total","Departmental Group",-0.00631119216740257,"Perc_Change","2013Q1","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",-0.0093619972260749,"Perc_Change","2013Q1","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",0.0034839527027027,"Perc_Change","2013Q1","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",-0.0064083891639965,"Perc_Change","2013Q1","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",-0.006671946624427,"Perc_Change","2013Q1","Total employment-Total Employment ONS total"
"AGO","Y",0,"Perc_Change","2013Q2","AGO-Y"
"BIS","Y",-0.0196078431372549,"Perc_Change","2013Q2","BIS-Y"
"CO","Y",0.0366492146596859,"Perc_Change","2013Q2","CO-Y"
"DCLG","Y",-0.0476190476190476,"Perc_Change","2013Q2","DCLG-Y"
"DCMS","Y",0.205128205128205,"Perc_Change","2013Q2","DCMS-Y"
"DECC","Y",0.034965034965035,"Perc_Change","2013Q2","DECC-Y"
"DEFRA","Y",0.00715990453460621,"Perc_Change","2013Q2","DEFRA-Y"
"DfE","Y",-0.0428954423592493,"Perc_Change","2013Q2","DfE-Y"
"DfID","Y",0.0284090909090909,"Perc_Change","2013Q2","DfID-Y"
"DfT","Y",-0.0175438596491228,"Perc_Change","2013Q2","DfT-Y"
"DH","Y",-0.15,"Perc_Change","2013Q2","DH-Y"
"DWP","Y",-0.0196692964443964,"Perc_Change","2013Q2","DWP-Y"
"FCO","Y",-0.00628930817610063,"Perc_Change","2013Q2","FCO-Y"
"GEO","Y",NA,"Perc_Change","2013Q2","GEO-Y"
"HMRC","Y",-0.00977047146401985,"Perc_Change","2013Q2","HMRC-Y"
"HMT","Y",-0.0265486725663717,"Perc_Change","2013Q2","HMT-Y"
"HO","Y",-0.00092678405931418,"Perc_Change","2013Q2","HO-Y"
"MoD","Y",-0.00645551745007061,"Perc_Change","2013Q2","MoD-Y"
"MoJ","Y",-0.0215002388915432,"Perc_Change","2013Q2","MoJ-Y"
"NIO","Y",0,"Perc_Change","2013Q2","NIO-Y"
"Scot Gov","Y",NA,"Perc_Change","2013Q2","Scot Gov-Y"
"Welsh Gov","Y",NA,"Perc_Change","2013Q2","Welsh Gov-Y"
"AGO","N",-0.0410958904109589,"Perc_Change","2013Q2","AGO-N"
"BIS","N",-0.00513950073421439,"Perc_Change","2013Q2","BIS-N"
"CO","N",-0.00828729281767956,"Perc_Change","2013Q2","CO-N"
"DCLG","N",0,"Perc_Change","2013Q2","DCLG-N"
"DCMS","N",-0.0833333333333333,"Perc_Change","2013Q2","DCMS-N"
"DECC","N",0.0579710144927536,"Perc_Change","2013Q2","DECC-N"
"DEFRA","N",-0.0128205128205128,"Perc_Change","2013Q2","DEFRA-N"
"DfE","N",0.0072463768115942,"Perc_Change","2013Q2","DfE-N"
"DfID","N",NA,"Perc_Change","2013Q2","DfID-N"
"DfT","N",-0.0192307692307692,"Perc_Change","2013Q2","DfT-N"
"DH","N",0.123287671232877,"Perc_Change","2013Q2","DH-N"
"DWP","N",-0.0125786163522013,"Perc_Change","2013Q2","DWP-N"
"FCO","N",0.00650406504065041,"Perc_Change","2013Q2","FCO-N"
"GEO","N",NA,"Perc_Change","2013Q2","GEO-N"
"HMRC","N",-0.00282485875706215,"Perc_Change","2013Q2","HMRC-N"
"HMT","N",-0.0227272727272727,"Perc_Change","2013Q2","HMT-N"
"HO","N",0.0154798761609907,"Perc_Change","2013Q2","HO-N"
"MoD","N",0,"Perc_Change","2013Q2","MoD-N"
"MoJ","N",0,"Perc_Change","2013Q2","MoJ-N"
"NIO","N",NA,"Perc_Change","2013Q2","NIO-N"
"Scot Gov","N",0.00379266750948167,"Perc_Change","2013Q2","Scot Gov-N"
"Welsh Gov","N",0.0185528756957328,"Perc_Change","2013Q2","Welsh Gov-N"
"AGO","Departmental Group",-0.0408921933085502,"Perc_Change","2013Q2","AGO-Departmental Group"
"BIS","Departmental Group",-0.00779376498800959,"Perc_Change","2013Q2","BIS-Departmental Group"
"CO","Departmental Group",0.00723327305605787,"Perc_Change","2013Q2","CO-Departmental Group"
"DCLG","Departmental Group",-0.0334728033472803,"Perc_Change","2013Q2","DCLG-Departmental Group"
"DCMS","Departmental Group",0.137254901960784,"Perc_Change","2013Q2","DCMS-Departmental Group"
"DECC","Departmental Group",0.0424528301886792,"Perc_Change","2013Q2","DECC-Departmental Group"
"DEFRA","Departmental Group",-0.00247218788627936,"Perc_Change","2013Q2","DEFRA-Departmental Group"
"DfE","Departmental Group",-0.0293542074363992,"Perc_Change","2013Q2","DfE-Departmental Group"
"DfID","Departmental Group",0.0284090909090909,"Perc_Change","2013Q2","DfID-Departmental Group"
"DfT","Departmental Group",-0.0190589636688505,"Perc_Change","2013Q2","DfT-Departmental Group"
"DH","Departmental Group",-0.0136674259681093,"Perc_Change","2013Q2","DH-Departmental Group"
"DWP","Departmental Group",-0.0194337059868352,"Perc_Change","2013Q2","DWP-Departmental Group"
"FCO","Departmental Group",0.000915750915750916,"Perc_Change","2013Q2","FCO-Departmental Group"
"GEO","Departmental Group",NA,"Perc_Change","2013Q2","GEO-Departmental Group"
"HMRC","Departmental Group",-0.00940899735371949,"Perc_Change","2013Q2","HMRC-Departmental Group"
"HMT","Departmental Group",-0.0254777070063694,"Perc_Change","2013Q2","HMT-Departmental Group"
"HO","Departmental Group",0.00120918984280532,"Perc_Change","2013Q2","HO-Departmental Group"
"MoD","Departmental Group",-0.00564274378416505,"Perc_Change","2013Q2","MoD-Departmental Group"
"MoJ","Departmental Group",-0.0212531486146096,"Perc_Change","2013Q2","MoJ-Departmental Group"
"NIO","Departmental Group",0,"Perc_Change","2013Q2","NIO-Departmental Group"
"Scot Gov","Departmental Group",0.00379266750948167,"Perc_Change","2013Q2","Scot Gov-Departmental Group"
"Welsh Gov","Departmental Group",0.0185528756957328,"Perc_Change","2013Q2","Welsh Gov-Departmental Group"
"Total","Y",-0.0143555667001003,"Perc_Change","2013Q2","Total-Y"
"Total","N",-0.00284330244313395,"Perc_Change","2013Q2","Total-N"
"Total","Departmental Group",-0.0117149758454106,"Perc_Change","2013Q2","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",-0.0144779966271041,"Perc_Change","2013Q2","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",-0.00284330244313395,"Perc_Change","2013Q2","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",-0.0117782176282286,"Perc_Change","2013Q2","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",0.00384160042523376,"Perc_Change","2013Q2","Total employment-Total Employment ONS total"
"AGO","Y",0,"Perc_Change","2013Q3","AGO-Y"
"BIS","Y",0,"Perc_Change","2013Q3","BIS-Y"
"CO","Y",0.0202020202020202,"Perc_Change","2013Q3","CO-Y"
"DCLG","Y",0.03125,"Perc_Change","2013Q3","DCLG-Y"
"DCMS","Y",0.0212765957446809,"Perc_Change","2013Q3","DCMS-Y"
"DECC","Y",0.0135135135135135,"Perc_Change","2013Q3","DECC-Y"
"DEFRA","Y",0.00710900473933649,"Perc_Change","2013Q3","DEFRA-Y"
"DfE","Y",-0.0644257703081232,"Perc_Change","2013Q3","DfE-Y"
"DfID","Y",0.0110497237569061,"Perc_Change","2013Q3","DfID-Y"
"DfT","Y",-0.00564971751412429,"Perc_Change","2013Q3","DfT-Y"
"DH","Y",-0.0106951871657754,"Perc_Change","2013Q3","DH-Y"
"DWP","Y",-0.0167696381288614,"Perc_Change","2013Q3","DWP-Y"
"FCO","Y",-0.0105485232067511,"Perc_Change","2013Q3","FCO-Y"
"GEO","Y",NA,"Perc_Change","2013Q3","GEO-Y"
"HMRC","Y",-0.0129992169146437,"Perc_Change","2013Q3","HMRC-Y"
"HMT","Y",0.00909090909090909,"Perc_Change","2013Q3","HMT-Y"
"HO","Y",0.0255102040816327,"Perc_Change","2013Q3","HO-Y"
"MoD","Y",-0.00487309644670051,"Perc_Change","2013Q3","MoD-Y"
"MoJ","Y",-0.0203045685279188,"Perc_Change","2013Q3","MoJ-Y"
"NIO","Y",0.111111111111111,"Perc_Change","2013Q3","NIO-Y"
"Scot Gov","Y",NA,"Perc_Change","2013Q3","Scot Gov-Y"
"Welsh Gov","Y",NA,"Perc_Change","2013Q3","Welsh Gov-Y"
"AGO","N",-0.00514800514800515,"Perc_Change","2013Q3","AGO-N"
"BIS","N",-0.00664206642066421,"Perc_Change","2013Q3","BIS-N"
"CO","N",0.0139275766016713,"Perc_Change","2013Q3","CO-N"
"DCLG","N",0.0422535211267606,"Perc_Change","2013Q3","DCLG-N"
"DCMS","N",0,"Perc_Change","2013Q3","DCMS-N"
"DECC","N",0.0410958904109589,"Perc_Change","2013Q3","DECC-N"
"DEFRA","N",-0.0441558441558442,"Perc_Change","2013Q3","DEFRA-N"
"DfE","N",0.00719424460431655,"Perc_Change","2013Q3","DfE-N"
"DfID","N",NA,"Perc_Change","2013Q3","DfID-N"
"DfT","N",0,"Perc_Change","2013Q3","DfT-N"
"DH","N",0.00137741046831956,"Perc_Change","2013Q3","DH-N"
"DWP","N",-0.00955414012738853,"Perc_Change","2013Q3","DWP-N"
"FCO","N",0.0290791599353796,"Perc_Change","2013Q3","FCO-N"
"GEO","N",NA,"Perc_Change","2013Q3","GEO-N"
"HMRC","N",0.0056657223796034,"Perc_Change","2013Q3","HMRC-N"
"HMT","N",0.0465116279069767,"Perc_Change","2013Q3","HMT-N"
"HO","N",-0.00304878048780488,"Perc_Change","2013Q3","HO-N"
"MoD","N",0.0112044817927171,"Perc_Change","2013Q3","MoD-N"
"MoJ","N",0,"Perc_Change","2013Q3","MoJ-N"
"NIO","N",NA,"Perc_Change","2013Q3","NIO-N"
"Scot Gov","N",0.0044080604534005,"Perc_Change","2013Q3","Scot Gov-N"
"Welsh Gov","N",0.00728597449908925,"Perc_Change","2013Q3","Welsh Gov-N"
"AGO","Departmental Group",-0.0422535211267606,"Perc_Change","2013Q3","AGO-Departmental Group"
"BIS","Departmental Group",-0.0054380664652568,"Perc_Change","2013Q3","BIS-Departmental Group"
"CO","Departmental Group",0.0161579892280072,"Perc_Change","2013Q3","CO-Departmental Group"
"DCLG","Departmental Group",0.0346320346320346,"Perc_Change","2013Q3","DCLG-Departmental Group"
"DCMS","Departmental Group",0.0172413793103448,"Perc_Change","2013Q3","DCMS-Departmental Group"
"DECC","Departmental Group",0.0226244343891403,"Perc_Change","2013Q3","DECC-Departmental Group"
"DEFRA","Departmental Group",-0.0173482032218092,"Perc_Change","2013Q3","DEFRA-Departmental Group"
"DfE","Departmental Group",-0.0443548387096774,"Perc_Change","2013Q3","DfE-Departmental Group"
"DfID","Departmental Group",0.0110497237569061,"Perc_Change","2013Q3","DfID-Departmental Group"
"DfT","Departmental Group",-0.000607164541590771,"Perc_Change","2013Q3","DfT-Departmental Group"
"DH","Departmental Group",-0.00109529025191676,"Perc_Change","2013Q3","DH-Departmental Group"
"DWP","Departmental Group",-0.0165280443591384,"Perc_Change","2013Q3","DWP-Departmental Group"
"FCO","Departmental Group",0.0118938700823422,"Perc_Change","2013Q3","FCO-Departmental Group"
"GEO","Departmental Group",NA,"Perc_Change","2013Q3","GEO-Departmental Group"
"HMRC","Departmental Group",-0.0120213713268032,"Perc_Change","2013Q3","HMRC-Departmental Group"
"HMT","Departmental Group",0.0196078431372549,"Perc_Change","2013Q3","HMT-Departmental Group"
"HO","Departmental Group",0.0217391304347826,"Perc_Change","2013Q3","HO-Departmental Group"
"MoD","Departmental Group",-0.00283738251463025,"Perc_Change","2013Q3","MoD-Departmental Group"
"MoJ","Departmental Group",-0.0200721342323977,"Perc_Change","2013Q3","MoJ-Departmental Group"
"NIO","Departmental Group",0.111111111111111,"Perc_Change","2013Q3","NIO-Departmental Group"
"Scot Gov","Departmental Group",0.0044080604534005,"Perc_Change","2013Q3","Scot Gov-Departmental Group"
"Welsh Gov","Departmental Group",0.00728597449908925,"Perc_Change","2013Q3","Welsh Gov-Departmental Group"
"Total","Y",-0.0108833206783093,"Perc_Change","2013Q3","Total-Y"
"Total","N",0.0020106564793405,"Perc_Change","2013Q3","Total-N"
"Total","Departmental Group",-0.00779689568042354,"Perc_Change","2013Q3","Total-Departmental Group"
"Total excl. Whitehall FCO","Y",-0.0108884178068992,"Perc_Change","2013Q3","Total excl. Whitehall FCO-Y"
"Total excl. Whitehall FCO","N",0.0020106564793405,"Perc_Change","2013Q3","Total excl. Whitehall FCO-N"
"Total excl. Whitehall FCO","Departmental Group",-0.00776514690489521,"Perc_Change","2013Q3","Total excl. Whitehall FCO-Departmental Group"
"Total employment","Total Employment ONS total",-0.0078944834889766,"Perc_Change","2013Q3","Total employment-Total Employment ONS total"
"AGO","Y",0,"Perc_Change","2013Q4","AGO-Y"
"BIS","Y",0,"Perc_Change","2013Q4","BIS-Y"
"CO","Y",0.0297029702970297,"Perc_Change","2013Q4","CO-Y"
"DCLG","Y",0.00606060606060606,"Perc_Change","2013Q4","DCLG-Y"
"DCMS","Y",-0.208333333333333,"Perc_Change","2013Q4","DCMS-Y"
"DECC","Y",0.0466666666666667,"Perc_Change","2013Q4","DECC-Y"
"DEFRA","Y",-0.0117647058823529,"Perc_Change","2013Q4","DEFRA-Y"
"DfE","Y",0.00898203592814371,"Perc_Change","2013Q4","DfE-Y"
"DfID","Y",-0.00546448087431694,"Perc_Change","2013Q4","DfID-Y"
"DfT","Y",0.00568181818181818,"Perc_Change","2013Q4","DfT-Y"
"DH","Y",-0.00540540540540541,"Perc_Change","2013Q4","DH-Y"
"DWP","Y",-0.0230026929982047,"Perc_Change","2013Q4","DWP-Y"
"FCO","Y",0.00213219616204691,"Perc_Change","2013Q4","FCO-Y"
"GEO","Y",NA,"Perc_Change","2013Q4","GEO-Y"
"HMRC","Y",-0.00920342748333862,"Perc_Change","2013Q4","HMRC-Y"
