Month,Short Form,IfG classification,Organisation Name,Organisation Type,"Main, parent or sponsoring department",Payroll staff AO/AA Headcount,Payroll staff AO/AA Full-time Equivalent,Payroll staff EO Headcount,Payroll staff EO Full-time Equivalent,Payroll staff SEO/HEO Headcount,Payroll staff SEO/HEO Full-time Equivalent,Payroll staff Grade 6/7 Headcount,Payroll staff Grade 6/7 Full-time Equivalent,Payroll staff SCS Headcount,Payroll staff SCS Full-time Equivalent,"Payroll staff Other, unknown or unspecified Headcount","Payroll staff Other, unknown or unspecified Full-time Equivalent",Payroll staff Total Employees Headcount,Payroll staff Total Employees Full-time Equivalent,Non-payroll Staff Agency staff (clerical/admin) Headcount,Non-payroll Staff Agency staff (clerical/admin) Full-time Equivalent,Non-payroll Staff Intermin Managers Headcount,Non-payroll Staff Interim Managers Full-time Equivalent,Non-payroll Staff Specialist Contractors Headcount,Non-payroll Staff Specialist Contractors Full-time Equivalent,Non-payroll Staff Consultants/Consultancy Headcount,Non-payroll Staff Consultants/Consultancy Full-time Equivalent,Non-payroll Staff Total Employees Headcount,Non-payroll Staff Total Employees Full-time Equivalent,Grand Total (workforce numbers) Headcount,Grand Total (workforce numbers) Full-time Equivalent,Payroll Staff Costs Salary,Payroll Staff Costs Allowances,Payroll Staff Costs Non-consolidated performance payments,Payroll Staff Costs Overtime,Payroll Staff Costs Employer pension contributions,Payroll Staff Costs Employer national insurance contributions,Payroll Staff Costs Total paybill for payroll staff,"Non-payroll Staff Total cost of contingent labour: agency (clerical and admin) staff, interim managers and specialist contractors",Non-payroll Staff Total cost of consultants/consultancy,Non-payroll Staff Total non-payroll (CCL) staff costs,Grand Total paybill/staffing (payroll and non-payroll) costs,Comments,IFG notes,IfG analysis - Non-consultant total,Non payroll,Non payroll component total
01/04/2012,DCLG,Non CS,Leasehold Advisory Service,Executive Non-Departmental Public Body,Department for Communities & Local Government,3,2.4,1,1,17,16,0,0,1,1,0,0,22,20.4,0,0,0,0,0,0,0,0,0,0,22,20.4,65400,0,0,0,5873,6956,78229,0,0,0,78229,,,0,,
01/04/2012,DCLG,Non CS,London Thames Gateway Development Corporation,Executive Non-Departmental Public Body,Department for Communities & Local Government,0,0,2,1.5,9,7.3,6,5.3,11,8.5,0,0,28,22.6,1,0.67,0,0,5,0.63,1,0.74,7,2.04,35,24.64,106746,0,0,0,14392.36,10280.19,131418.55,8432.62,8900,17332.62,148751.17,,,1.3,,
01/04/2012,DCLG,Non-Whitehall CS,Planning Inspectorate,Executive Agency,Department for Communities & Local Government,212,189.09,133,121.9,89,87.22,283,237.5,7,7,0,0,724,642.71,0,0,0,0,0,0,0,0,0,0,724,642.71,2004405,19322,0,7483,402168,182774,2616152,0,0,0,2616152,,,0,,
01/04/2012,DCLG,Non-Whitehall CS,Queen Elizabeth II Conference Centre,Executive Agency,Department for Communities & Local Government,4,4,8,8,26,26,3,3,1,1,0,0,42,42,1,1,0,0,0,0,0,0,1,1,43,43,124768.83,0,0,5966.08,22734.29,11360.06,164829.26,1645,0,1645,166474.26,,,1,,
01/04/2012,DCLG,Non CS,Valuation Tribunal Service,Executive Non-Departmental Public Body,Department for Communities & Local Government,23,22.17,35,34.25,12,11.83,2,2,1,1,0,0,73,71.25,3,3,0,0,0,0,0,0,3,3,76,74.25,206863,3448,0,0,42554,18078,270943,3840,0,3840,274783,,,3,,
01/04/2012,DCLG,Non CS,West Northamptonshire Development Corporation,Executive Non-Departmental Public Body,Department for Communities & Local Government,6,5.75,7,6.54,9,8.7,2,2,4,4,9,1.5,37,28.49,0,0,0,0,0,0,1,0.8,1,0.8,38,29.29,123247.8,5058.46,0,0,8879.58,17094.97,154280.81,0,6334,6334,160614.81,,,0,,
01/05/2012,DCLG,Whitehall,Department for Communities & Local Government ,Ministerial Department,Department for Communities & Local Government,126,121.8,249,240.2,739,722.3,547,530.5,88,85,0,0,1749,1699.8,11,11,4,4,22,22,4,4,41,41,1790,1740.8,5780130.42,78569.01,405900,29530.05,1175725.67,572880.69,8042735.84,361811,183025,544836,8587571.84,,,37,,
01/05/2012,DCLG,Non-Whitehall CS,Fire Service College,Executive Agency,Department for Communities & Local Government,66,61.6,32,30.4,67,65.4,15,14.5,1,1,0,0,181,172.9,1,1,4,3.8,0,0,0,0,5,4.8,186,177.7,292927.54,52605.9,21026.89,0,0,0,366560.33,36345.85,0,36345.85,402906.18,,,4.8,,
01/05/2012,DCLG,Non CS,Homes & Communities Agency,Executive Non-Departmental Public Body,Department for Communities & Local Government,124,119.96,200,196.38,223,217.57,36,35.8,43,42.88,240,235.55,866,848.14,6,6,0,0,8,8,5,5,19,19,885,867.14,3012745.79,248671.42,0,13098.79,668370.89,302064.66,4244951.55,34341,25708,60049,4305000.55,,,14,,
01/05/2012,DCLG,Non CS,Independent Housing Ombudsman Ltd,Executive Non-Departmental Public Body,Department for Communities & Local Government,0,0,0,0,0,0,0,0,0,0,39,38,39,38,1,1,0,0,0,0,0,0,1,1,40,39,155183.06,64.28,0,0,28720.05,15243.01,199210.4,2452,0,2452,201662.4,,,1,,
01/05/2012,DCLG,Non CS,Leasehold Advisory Service,Executive Non-Departmental Public Body,Department for Communities & Local Government,3,2.4,1,1,17,16,0,0,1,1,0,0,22,20.4,0,0,0,0,0,0,0,0,0,0,22,20.4,65087,0,0,0,5924,7027,78038,0,0,0,78038,,,0,,
01/05/2012,DCLG,Non CS,London Thames Gateway Development Corporation,Executive Non-Departmental Public Body,Department for Communities & Local Government,0,0,1,1,7,6.3,5,4.8,6,6,0,0,19,18.1,1,0.85,0,0,0,0,3,1.26,4,2.11,23,20.21,84810.37,0,0,0,11193.9,8613.74,104618.01,7518,22758,30276,134894.01,,,0.85,,
01/05/2012,DCLG,Non-Whitehall CS,Planning Inspectorate,Executive Agency,Department for Communities & Local Government,210,186.16,133,122,93,90.67,286,239.23,7,7,0,0,729,645.06,0,0,0,0,0,0,0,0,0,0,729,645.06,2044451.4,19017.36,0,5076.89,423194.43,194552.59,2686292.67,0,0,0,2686292.67,,,0,,
01/05/2012,DCLG,Non-Whitehall CS,Queen Elizabeth II Conference Centre,Executive Agency,Department for Communities & Local Government,4,4,8,8,26,26,3,3,1,1,0,0,42,42,1,1,0,0,0,0,3,3,4,4,46,46,121693.83,0,0,10150.89,23040.1,7835.89,162720.71,1645,5843,7488,170208.71,,,1,,
01/05/2012,DCLG,Non CS,Valuation Tribunal Service,Executive Non-Departmental Public Body,Department for Communities & Local Government,19,18.37,4,4,30,28.88,19,19,1,1,0,0,73,71.25,3,3,0,0,0,0,0,0,3,3,76,74.25,207539,3451,0,0,43995,17993,272978,3901,0,3901,276879,,,3,,
01/05/2012,DCLG,Non CS,West Northamptonshire Development Corporation,Executive Non-Departmental Public Body,Department for Communities & Local Government,6,5.75,7,6.54,9,8.7,2,2,3,3,9,1.5,36,27.49,0,0,0,0,0,0,1,0.6,1,0.6,37,28.09,120416.18,4800,0,0,8644.35,11864.85,145725.38,0,4750.5,4750.5,150475.88,,,0,,
01/06/2012,DCLG,Whitehall,Department for Communities & Local Government ,Ministerial Department,Department for Communities & Local Government,125,120.8,251,242.2,732,715,558,541.1,86,83,0,0,1752,1702.1,4,4,3,3,19,19,5,5,31,31,1783,1733.1,5738652.24,65300.29,27000,25647.15,1171667.53,520427.69,7548694.9,233654,26742,260396,7809090.9,,,26,,
01/06/2012,DCLG,Non-Whitehall CS,Fire Service College,Executive Agency,Department for Communities & Local Government,65,60.6,31,29.4,63,61.4,15,14.5,1,1,0,0,175,166.9,1,1,4,3.8,0,0,0,0,5,4.8,180,171.7,292104.6,0,0,0,51859.99,21405.1,365369.69,53650.47,0,53650.47,419020.16,,,4.8,,
01/06/2012,DCLG,Non CS,Homes & Communities Agency,Executive Non-Departmental Public Body,Department for Communities & Local Government,125,120.96,200,195.79,224,218.57,36,35.8,43,42.88,237,232.65,865,846.65,5,5,7,7,0,0,2,2,14,14,879,860.65,3037724.51,294267.63,0,13822.55,666022,305054.94,4316891.63,36986,25381,62367,4379258.63,,,12,,
01/06/2012,DCLG,Non CS,Independent Housing Ombudsman Ltd,Executive Non-Departmental Public Body,Department for Communities & Local Government,0,0,0,0,0,0,0,0,0,0,39,38,39,38,2,2,0,0,0,0,0,0,2,2,41,40,155183.06,704.78,0,344.18,28720.05,15378.81,200330.88,5383.66,0,5383.66,205714.54,,,2,,
01/06/2012,DCLG,Non CS,Leasehold Advisory Service,Executive Non-Departmental Public Body,Department for Communities & Local Government,3,2.4,1,1,17,16,0,0,1,1,0,0,22,20.4,0,0,0,0,0,0,0,0,0,0,22,20.4,66600,0,0,0,5860,6986,79446,0,0,0,79446,,,0,,
01/06/2012,DCLG,Non CS,London Thames Gateway Development Corporation,Executive Non-Departmental Public Body,Department for Communities & Local Government,0,0,1,1,7,6.3,5,4.8,6,6,0,0,19,18.1,1,0.73,0,0,5,0.36,1,0.3,7,1.39,26,19.49,84811,0,0,0,11193.9,8613.74,104618.64,7283.4,3900,11183.4,115802.04,,,1.09,,
01/06/2012,DCLG,Non-Whitehall CS,Planning Inspectorate,Executive Agency,Department for Communities & Local Government,210,186.51,132,120.43,92,89.67,280,234.87,7,7,0,0,721,638.48,0,0,0,0,0,0,0,0,0,0,721,638.48,2045976.11,18703.72,0,2998.56,414336.55,183375.8,2665390.74,0,0,0,2665390.74,,,0,,
01/06/2012,DCLG,Non-Whitehall CS,Queen Elizabeth II Conference Centre,Executive Agency,Department for Communities & Local Government,4,4,7,7,27,27,3,3,1,1,0,0,42,42,1,1,0,0,0,0,3,3,4,4,46,46,124768.83,0,0,5966.08,22734.29,11360.06,164829.26,1645,5185.5,6830.5,171659.76,,,1,,
01/06/2012,DCLG,Non CS,Valuation Tribunal Service,Executive Non-Departmental Public Body,Department for Communities & Local Government,26,25.17,35,34.25,12,11.83,2,2,1,1,0,0,76,74.25,1,0.6,0,0,0,0,0,0,1,0.6,77,74.85,198615,263,0,0,44279,18250,261407,7585,0,7585,268992,,,0.6,,
01/06/2012,DCLG,Non CS,West Northamptonshire Development Corporation,Executive Non-Departmental Public Body,Department for Communities & Local Government,6,5.75,7,6.54,9,8.7,2,2,3,3,9,1.5,36,27.49,0,0,0,0,0,0,1,0.6,1,0.6,37,28.09,120039.5,4800,0,0,8644.35,12258.02,145741.87,0,4750.16,4750.16,150492.03,,,0,,
01/07/2012,DCLG,Whitehall,Department for Communities & Local Government ,Ministerial Department,Department for Communities & Local Government,125,120.8,248,239.2,724,707,568,550.9,89,86.1,0,0,1754,1704,7,7,3,3,17,17,5,5,32,32,1786,1736,5729269.66,71170.63,3859.03,38419.84,1179598.1,525651.42,7547968.68,282227,29978,312205,7860173.68,,,27,,
01/07/2012,DCLG,Non-Whitehall CS,Fire Service College,Executive Agency,Department for Communities & Local Government,65,60.6,30,28.4,65,63.4,14,13.5,1,1,0,0,175,166.9,1,1,4,3.8,0,0,0,0,5,4.8,180,171.7,293259.55,0,0,0,51472.73,21101.04,365833.32,31151.84,0,31151.84,396985.16,,,4.8,,
01/07/2012,DCLG,Non CS,Homes & Communities Agency,Executive Non-Departmental Public Body,Department for Communities & Local Government,126,122.06,200,195.79,221,215.57,36,35.8,43,42.88,237,232.65,863,844.75,8,8,0,0,18,18,0,0,26,26,889,870.75,3010926.36,286300.46,0,5807.49,665177.95,299623.73,4267835.99,217955.38,0,217955.38,4485791.37,,,26,,
01/07/2012,DCLG,Non CS,Independent Housing Ombudsman Ltd,Executive Non-Departmental Public Body,Department for Communities & Local Government,0,0,0,0,0,0,0,0,0,0,39,38,39,38,2,2,0,0,0,0,0,0,2,2,41,40,155183.06,64.28,0,0,28656.61,15213.89,199117.84,4858,0,4858,203975.84,,,2,,
01/07/2012,DCLG,Non CS,Leasehold Advisory Service,Executive Non-Departmental Public Body,Department for Communities & Local Government,3,2.4,1,1,17,16,0,0,1,1,0,0,22,20.4,0,0,0,0,0,0,0,0,0,0,22,20.4,66626,0,0,0,5870,6987,79483,0,0,0,79483,,,0,,
01/07/2012,DCLG,Non CS,London Thames Gateway Development Corporation,Executive Non-Departmental Public Body,Department for Communities & Local Government,0,0,0,0,7,6.3,4,3.8,5,5,0,0,16,15.1,1,0.45,0,0,5,0.63,1,0.4,7,1.48,23,16.58,70962.04,0,0,0,5513.1,4316.03,80791.17,5459,6900,12359,93150.17,,,1.08,,
01/07/2012,DCLG,Non-Whitehall CS,Planning Inspectorate,Executive Agency,Department for Communities & Local Government,207,183,130,118.4,91,88.7,282,233,7,7,0,0,717,630.1,0,0,0,0,0,0,0,0,0,0,717,630.1,2017479.74,18513.7,0,3062.01,408345.07,180418.6,2627819.12,0,0,0,2627819.12,,,0,,
01/07/2012,DCLG,Non-Whitehall CS,Queen Elizabeth II Conference Centre,Executive Agency,Department for Communities & Local Government,4,4,7,7,27,27,3,3,1,1,0,0,42,42,0,0,0,0,1,1,2,2,3,3,45,45,122155.82,627,23299,6904.1,23015.18,13370.97,189372.07,1645,3300,4945,194317.07,,,1,,
01/07/2012,DCLG,Non CS,Valuation Tribunal Service,Executive Non-Departmental Public Body,Department for Communities & Local Government,26,25.17,37,36.25,12,11.83,2,2,1,1,0,0,78,76.25,2,1.6,0,0,0,0,0,0,2,1.6,80,77.85,215179,2953,0,0,43793,18992,280917,5661,0,5661,286578,,,1.6,,
01/07/2012,DCLG,Non CS,West Northamptonshire Development Corporation,Executive Non-Departmental Public Body,Department for Communities & Local Government,6,5.75,7,6.54,9,8.7,2,2,3,3,9,1.5,36,27.49,0,0,0,0,0,0,1,0.6,1,0.6,37,28.09,118978.4,4800,0,0,8644.35,12218.57,144641.32,0,4750.33,4750.33,149391.65,,,0,,
01/08/2012,DCLG,Whitehall,Department for Communities & Local Government ,Ministerial Department,Department for Communities & Local Government,114,110.14,238,229.9,715,697.18,563,546.01,87,84.07,0,0,1717,1667.3,7,7,4,4,16,16,5,5,32,32,1749,1699.3,5727580.27,72243.12,34519.84,26125.72,1167871.86,521226.07,7549566.88,253745.94,56416.24,310162.18,7859729.06,,,27,,
01/08/2012,DCLG,Non-Whitehall CS,Fire Service College,Executive Agency,Department for Communities & Local Government,61,57.1,30,28.4,64,62.4,14,13.5,1,1,0,0,170,162.4,1,1,4,3.8,0,0,0,0,5,4.8,175,167.2,295903.12,0,0,0,51311.02,22113.54,369327.68,32205.88,0,32205.88,401533.56,,,4.8,,
01/08/2012,DCLG,Non CS,Homes & Communities Agency,Executive Non-Departmental Public Body,Department for Communities & Local Government,120,115.58,204,199.79,225,218.93,36,35.8,43,42.88,237,232.65,865,845.63,6,6,0,0,9,9,0,0,15,15,880,860.63,2992587.7,159858.84,0,2516.01,663659.78,296376.19,4114998.52,90447,14632,105079,4220077.52,,,15,,
01/08/2012,DCLG,Non CS,Independent Housing Ombudsman Ltd,Executive Non-Departmental Public Body,Department for Communities & Local Government,0,0,0,0,0,0,0,0,0,0,39,38,39,38,2,2,0,0,0,0,0,0,2,2,41,40,155339.16,64.28,0,0,28466.32,15170.21,199039.97,8168,0,8168,207207.97,,,2,,
01/08/2012,DCLG,Non CS,Leasehold Advisory Service,Executive Non-Departmental Public Body,Department for Communities & Local Government,3,2.4,1,1,17,16,0,0,1,1,0,0,22,20.4,0,0,0,0,0,0,0,0,0,0,22,20.4,66262,0,0,0,5953,7033,79248,0,0,0,79248,,,0,,
01/08/2012,DCLG,Non CS,London Thames Gateway Development Corporation,Executive Non-Departmental Public Body,Department for Communities & Local Government,0,0,0,0,6,5.3,3,2.8,5,5,0,0,14,13.1,1,0.7,0,0,1,0.36,0,0,2,1.06,16,14.16,61320.16,0,0,0,8633.98,6247.89,76202.03,7825.64,0,7825.64,84027.67,,,1.06,,
01/08/2012,DCLG,Non-Whitehall CS,Planning Inspectorate,Executive Agency,Department for Communities & Local Government,206,183.7,138,125.7,90,87.7,283,232.3,7,7,0,0,724,636.4,0,0,0,0,0,0,0,0,0,0,724,636.4,2031334.78,18321.71,0,3994.8,409012.55,181695.28,2644359.12,0,0,0,2644359.12,,,0,,
01/08/2012,DCLG,Non-Whitehall CS,Queen Elizabeth II Conference Centre,Executive Agency,Department for Communities & Local Government,4,4,7,7,27,27,3,3,1,1,0,0,42,42,0,0,0,0,1,1,4,4,5,5,47,47,122155.82,0,0,9474.39,22990.69,11128.46,165749.36,1645,15385.5,17030.5,182779.86,,,1,,
01/08/2012,DCLG,Non CS,Valuation Tribunal Service,Executive Non-Departmental Public Body,Department for Communities & Local Government,23,22.17,42,40.832,12,11.736,2,2,1,1,0,0,80,77.738,2,1.6,0,0,0,0,0,0,2,1.6,82,79.338,204524,3216,0,0,45638,19505,272883,10521,0,10521,283404,,,1.6,,
01/08/2012,DCLG,Non CS,West Northamptonshire Development Corporation,Executive Non-Departmental Public Body,Department for Communities & Local Government,6,5.41,7,5.9,9,8.7,2,2,3,3,9,1.5,36,26.51,0,0,0,0,0,0,1,0.6,1,0.6,37,27.11,116968.77,4800,0,0,8644.35,12060.97,142474.09,0,4750,4750,147224.09,,,0,,
01/09/2012,DCLG,Whitehall,Department for Communities & Local Government ,Ministerial Department,Department for Communities & Local Government,109,105,239,230.5,733,715.3,561,543.1,86,83.1,0,0,1728,1677,7,7,4,4,16,16,5,5,32,32,1760,1709,6081843.88,77115.99,5940.08,27783.02,1161616.6,513689.62,7867989.19,236899,10000,246899,8114888.19,,,27,,
01/09/2012,DCLG,Non-Whitehall CS,Fire Service College,Executive Agency,Department for Communities & Local Government,61,57.1,30,28.4,64,62.4,14,13.5,1,1,0,0,170,162.4,1,1,4,3.8,0,0,0,0,5,4.8,175,167.2,295903.12,0,0,0,51311.02,22113.54,369327.68,32205.88,0,32205.88,401533.56,,,4.8,,
01/09/2012,DCLG,Non CS,Homes & Communities Agency,Executive Non-Departmental Public Body,Department for Communities & Local Government,118,113.08,204,199.48,227,221.33,36,35.8,46,45.88,233,228.45,864,844.02,6,6,0,0,6,6,0,0,12,12,876,856.02,2987020.03,185239.8,0,1199.58,661286.33,294879.51,4129625.25,0,0,0,4129625.25,,,12,,
01/09/2012,DCLG,Non CS,Independent Housing Ombudsman Ltd,Executive Non-Departmental Public Body,Department for Communities & Local Government,0,0,0,0,0,0,0,0,0,0,42,41,42,41,2,2,0,0,0,0,0,0,2,2,44,43,164969.45,64.28,0,0,30656.18,16093.29,211783.2,4308,0,4308,216091.2,,,2,,
01/09/2012,DCLG,Non CS,Leasehold Advisory Service,Executive Non-Departmental Public Body,Department for Communities & Local Government,3,2.4,1,1,17,16,0,0,1,1,0,0,22,20.4,0,0,0,0,0,0,0,0,0,0,22,20.4,65280,0,0,0,5852,6999,78131,0,0,0,78131,,,0,,
01/09/2012,DCLG,Non CS,London Thames Gateway Development Corporation,Executive Non-Departmental Public Body,Department for Communities & Local Government,0,0,0,0,6,5.3,3,2.8,5,5,0,0,14,13.1,1,0.7,0,0,3,1.78,0,0,4,2.48,18,15.58,65794.61,0,0,0,8696.25,8617.86,83108.72,6747.3,0,6747.3,89856.02,,,2.48,,
01/09/2012,DCLG,Non-Whitehall CS,Planning Inspectorate,Executive Agency,Department for Communities & Local Government,212,190.5,137,125.2,90,87.5,285,234.3,6,6,0,0,730,643.5,0,0,0,0,0,0,0,0,0,0,730,643.5,2065330.26,17737.41,0,7189.03,419073.89,196272.47,2705603.06,0,0,0,2705603.06,,,0,,
01/09/2012,DCLG,Non-Whitehall CS,Queen Elizabeth II Conference Centre,Executive Agency,Department for Communities & Local Government,4,4,9,9,27,27,3,3,1,1,0,0,44,44,1,1,0,0,0,0,2,2,3,3,47,47,126981.16,0,0,5974.85,29281.91,8841.84,171079.76,1654,2500,4154,175233.76,,,1,,
01/09/2012,DCLG,Non CS,Valuation Tribunal Service,Executive Non-Departmental Public Body,Department for Communities & Local Government,20,19.17,41,39.834,12,11.736,2,2,1,1,0,0,76,73.74,3,2.6,0,0,0,0,0,0,3,2.6,79,76.34,209119,2849,0,0,44262,18491,274721,4209,0,4209,278930,,,2.6,,
01/09/2012,DCLG,Non CS,West Northamptonshire Development Corporation,Executive Non-Departmental Public Body,Department for Communities & Local Government,6,5.41,6,5.47,9,8.7,2,2,3,3,9,1.5,35,26.08,0,0,0,0,0,0,1,0.6,1,0.6,36,26.68,123273.44,4800,0,0,9517.63,12983.37,150574.44,0,4750,4750,155324.44,,,0,,
01/10/2012,DCLG,Whitehall,Department for Communities & Local Government ,Ministerial Department,Department for Communities & Local Government,108,103.9,235,227.5,731,713,563,545,85,82.1,0,0,1722,1671.5,9,9,3,3,24,24,3,3,39,39,1761,1710.5,5636508.13,99586.99,8550,37368.76,1165724.14,522251.37,7469989.39,319656,159628,479284,7949273.39,,,36,,
01/10/2012,DCLG,Non-Whitehall CS,Fire Service College,Executive Agency,Department for Communities & Local Government,61,57.1,30,28.4,64,62.4,14,13.5,1,1,0,0,170,162.4,1,1,4,3.8,0,0,0,0,5,4.8,175,167.2,295903.12,0,0,0,51311.02,22113.54,369327.68,32205.88,0,32205.88,401533.56,,,4.8,,
01/10/2012,DCLG,Non CS,Homes & Communities Agency,Executive Non-Departmental Public Body,Department for Communities & Local Government,120,115.08,203,198.01,231,225.43,37,36.8,47,46.88,228,223,866,845.2,1,1,0,0,6,6,0,0,7,7,873,852.2,3002759.6,333623.18,0,7262.26,666449.22,299121.04,4309215.3,0,0,0,4309215.3,,,7,,
01/10/2012,DCLG,Non CS,Independent Housing Ombudsman Ltd,Executive Non-Departmental Public Body,Department for Communities & Local Government,0,0,0,0,0,0,0,0,0,0,44,42.5,44,42.5,2,2,0,0,0,0,0,0,2,2,46,44.5,162601.23,64.28,0,0,29832.85,15836.29,208334.65,10035,0,10035,218369.65,,,2,,
01/10/2012,DCLG,Non CS,Leasehold Advisory Service,Executive Non-Departmental Public Body,Department for Communities & Local Government,3,2.4,1,1,17,16,0,0,1,1,0,0,22,20.4,0,0,0,0,0,0,0,0,0,0,22,20.4,65696,0,0,0,5795,7008,78499,0,0,0,78499,,,0,,
01/10/2012,DCLG,Non CS,London Thames Gateway Development Corporation,Executive Non-Departmental Public Body,Department for Communities & Local Government,0,0,0,0,2,2,0,0,2,2,0,0,4,4,1,0.35,0,0,0,0,0,0,1,0.35,5,4.35,18298.45,0,0,0,2673.14,1818.7,22790.29,3277.26,0,3277.26,26067.55,,,0.35,,
01/10/2012,DCLG,Non-Whitehall CS,Planning Inspectorate,Executive Agency,Department for Communities & Local Government,210,188.7,136,123.7,90,87.1,295,243.7,7,7,0,0,738,650.2,0,0,0,0,0,0,0,0,0,0,738,650.2,2024686.82,16684.13,0,18083.38,405792.88,184204.7,2649451.91,0,0,0,2649451.91,,,0,,
01/10/2012,DCLG,Non-Whitehall CS,Queen Elizabeth II Conference Centre,Executive Agency,Department for Communities & Local Government,4,4,9,9,27,27,3,3,1,1,0,0,44,44,1,1,0,0,0,0,2,2,3,3,47,47,126515.02,0,0,15099.46,24250.32,10602.67,176467.47,1645,3000,4645,181112.47,,,1,,
01/10/2012,DCLG,Non CS,Valuation Tribunal Service,Executive Non-Departmental Public Body,Department for Communities & Local Government,20,19.17,43,41.834,12,11.736,2,2,1,1,0,0,78,75.74,5,4.6,0,0,0,0,0,0,5,4.6,83,80.34,210028,2968,0,0,43975,18486,275457,9023,0,9023,284480,,,4.6,,
01/10/2012,DCLG,Non CS,West Northamptonshire Development Corporation,Executive Non-Departmental Public Body,Department for Communities & Local Government,6,5.41,6,5.47,9,8.7,2,2,3,3,9,1.5,35,26.08,0,0,0,0,0,0,1,0.6,1,0.6,36,26.68,122269.31,4800,0,0,9173.69,12834.12,149077.12,0,4750,4750,153827.12,,,0,,
01/11/2012,DCLG,Whitehall,Department for Communities & Local Government ,Ministerial Department,Department for Communities & Local Government,107,103.1,235,227.3,727,709.3,554,536.4,81,78.6,0,0,1704,1654.7,6,6,5,5,31,31,3,3,45,45,1749,1699.7,5627467.65,132503.58,103050,33457.48,1149135.81,534398.64,7580013.16,448907,18185,467092,8047105.16,,,42,,
01/11/2012,DCLG,Non-Whitehall CS,Fire Service College,Executive Agency,Department for Communities & Local Government,61,56.4,28,25.5,54,42.5,9,7.5,1,1,0,0,153,132.9,1,1,4,3.8,0,0,0,0,5,4.8,158,137.7,288563.32,0,0,0,50427.09,21556.91,360547.32,36022.07,0,36022.07,396569.39,,,4.8,,
01/11/2012,DCLG,Non CS,Homes & Communities Agency,Executive Non-Departmental Public Body,Department for Communities & Local Government,119,113.49,205,199.59,228,222.46,40,39.8,47,46.88,223,217.7,862,839.92,3,3,0,0,4,4,0,0,7,7,869,846.92,2995102.39,260538,0,6493.44,665608.4,294143.35,4221885.58,20618,0,20618,4242503.58,,,7,,
01/11/2012,DCLG,Non CS,Independent Housing Ombudsman Ltd,Executive Non-Departmental Public Body,Department for Communities & Local Government,0,0,0,0,0,0,0,0,0,0,42,40.5,42,40.5,2,2,0,0,0,0,0,0,2,2,44,42.5,163955.22,64.28,0,0,29770.29,15994.16,209783.95,9772,0,9772,219555.95,,,2,,
01/11/2012,DCLG,Non CS,Leasehold Advisory Service,Executive Non-Departmental Public Body,Department for Communities & Local Government,3,2.4,1,1,17,16,0,0,1,1,0,0,22,20.4,0,0,0,0,0,0,0,0,0,0,22,20.4,63161,0,0,0,5550,6721,75432,0,0,0,75432,,,0,,
01/11/2012,DCLG,Non CS,London Thames Gateway Development Corporation,Executive Non-Departmental Public Body,Department for Communities & Local Government,0,0,0,0,2,2,0,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,14243.68,0,2850,0,1977.18,1498.95,20569.81,0,0,0,20569.81,,,0,,
01/11/2012,DCLG,Non-Whitehall CS,Planning Inspectorate,Executive Agency,Department for Communities & Local Government,210,188.6,138,125.7,86,83.1,302,252.5,7,7,0,0,743,656.9,4,4,0,0,0,0,0,0,4,4,747,660.9,2055841.33,16684.13,0,20037.68,412586.41,188284.38,2693433.93,0,0,0,2693433.93,,,4,,
01/11/2012,DCLG,Non-Whitehall CS,Queen Elizabeth II Conference Centre,Executive Agency,Department for Communities & Local Government,4,4,8,8,26,26,3,3,1,1,0,0,42,42,1,1,0,0,0,0,3,3,4,4,46,46,122007.82,0,0,13945.22,24026.59,10929.58,170909.21,1645,16836.5,18481.5,189390.71,,,1,,
